URL,Mapa,Time1,Mapas_T1,Score_T1,Time2,Mapas_T2,Score_T2,Vencedor
https://www.vlr.gg/184042/giants-gaming-vs-team-liquid-champions-tour-2023-emea-league-w5,Ascent,Giants Gaming,,13,Team Liquid,,11,Giants Gaming
https://www.vlr.gg/184042/giants-gaming-vs-team-liquid-champions-tour-2023-emea-league-w5,Icebox,Giants Gaming,,11,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184042/giants-gaming-vs-team-liquid-champions-tour-2023-emea-league-w5,Lotus,Giants Gaming,,10,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184042/giants-gaming-vs-team-liquid-champions-tour-2023-emea-league-w5,AllMaps,Giants Gaming,1,34,Team Liquid,2,37,Team Liquid
https://www.vlr.gg/184043/bbl-esports-vs-team-heretics-champions-tour-2023-emea-league-w5,Haven,BBL Esports,,14,Team Heretics,,12,BBL Esports
https://www.vlr.gg/184043/bbl-esports-vs-team-heretics-champions-tour-2023-emea-league-w5,Lotus,BBL Esports,,10,Team Heretics,,13,Team Heretics
https://www.vlr.gg/184043/bbl-esports-vs-team-heretics-champions-tour-2023-emea-league-w5,Icebox,BBL Esports,,13,Team Heretics,,2,BBL Esports
https://www.vlr.gg/184043/bbl-esports-vs-team-heretics-champions-tour-2023-emea-league-w5,AllMaps,BBL Esports,2,37,Team Heretics,1,27,BBL Esports
https://www.vlr.gg/184044/koi-vs-karmine-corp-champions-tour-2023-emea-league-w5,Lotus,KOI,,6,Karmine Corp,,13,Karmine Corp
https://www.vlr.gg/184044/koi-vs-karmine-corp-champions-tour-2023-emea-league-w5,Ascent,KOI,,13,Karmine Corp,,8,KOI
https://www.vlr.gg/184044/koi-vs-karmine-corp-champions-tour-2023-emea-league-w5,Haven,KOI,,11,Karmine Corp,,13,Karmine Corp
https://www.vlr.gg/184044/koi-vs-karmine-corp-champions-tour-2023-emea-league-w5,AllMaps,KOI,1,30,Karmine Corp,2,34,Karmine Corp
https://www.vlr.gg/184045/fut-esports-vs-fnatic-champions-tour-2023-emea-league-w5,Icebox,FUT Esports,,5,FNATIC,,13,FNATIC
https://www.vlr.gg/184045/fut-esports-vs-fnatic-champions-tour-2023-emea-league-w5,Lotus,FUT Esports,,5,FNATIC,,13,FNATIC
https://www.vlr.gg/184045/fut-esports-vs-fnatic-champions-tour-2023-emea-league-w5,AllMaps,FUT Esports,0,10,FNATIC,2,26,FNATIC
https://www.vlr.gg/184046/team-vitality-vs-natus-vincere-champions-tour-2023-emea-league-w5,Split,Team Vitality,,10,Natus Vincere,,13,Natus Vincere
https://www.vlr.gg/184046/team-vitality-vs-natus-vincere-champions-tour-2023-emea-league-w5,Fracture,Team Vitality,,10,Natus Vincere,,13,Natus Vincere
https://www.vlr.gg/184046/team-vitality-vs-natus-vincere-champions-tour-2023-emea-league-w5,AllMaps,Team Vitality,0,20,Natus Vincere,2,26,Natus Vincere
https://www.vlr.gg/184047/team-vitality-vs-fnatic-champions-tour-2023-emea-league-w6,Haven,Team Vitality,,12,FNATIC,,14,FNATIC
https://www.vlr.gg/184047/team-vitality-vs-fnatic-champions-tour-2023-emea-league-w6,Bind,Team Vitality,,8,FNATIC,,13,FNATIC
https://www.vlr.gg/184047/team-vitality-vs-fnatic-champions-tour-2023-emea-league-w6,AllMaps,Team Vitality,0,20,FNATIC,2,27,FNATIC
https://www.vlr.gg/184048/fut-esports-vs-karmine-corp-champions-tour-2023-emea-league-w6,Haven,FUT Esports,,13,Karmine Corp,,8,FUT Esports
https://www.vlr.gg/184048/fut-esports-vs-karmine-corp-champions-tour-2023-emea-league-w6,Ascent,FUT Esports,,13,Karmine Corp,,5,FUT Esports
https://www.vlr.gg/184048/fut-esports-vs-karmine-corp-champions-tour-2023-emea-league-w6,AllMaps,FUT Esports,2,26,Karmine Corp,0,13,FUT Esports
https://www.vlr.gg/184049/koi-vs-bbl-esports-champions-tour-2023-emea-league-w6,Pearl,KOI,,13,BBL Esports,,3,KOI
https://www.vlr.gg/184049/koi-vs-bbl-esports-champions-tour-2023-emea-league-w6,Ascent,KOI,,4,BBL Esports,,13,BBL Esports
https://www.vlr.gg/184049/koi-vs-bbl-esports-champions-tour-2023-emea-league-w6,Bind,KOI,,5,BBL Esports,,13,BBL Esports
https://www.vlr.gg/184049/koi-vs-bbl-esports-champions-tour-2023-emea-league-w6,AllMaps,KOI,1,22,BBL Esports,2,29,BBL Esports
https://www.vlr.gg/184050/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-w6,Fracture,Natus Vincere,,13,Team Liquid,,11,Natus Vincere
https://www.vlr.gg/184050/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-w6,Bind,Natus Vincere,,13,Team Liquid,,11,Natus Vincere
https://www.vlr.gg/184050/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-w6,AllMaps,Natus Vincere,2,26,Team Liquid,0,22,Natus Vincere
https://www.vlr.gg/184051/giants-gaming-vs-team-heretics-champions-tour-2023-emea-league-w6,Pearl,Giants Gaming,,9,Team Heretics,,13,Team Heretics
https://www.vlr.gg/184051/giants-gaming-vs-team-heretics-champions-tour-2023-emea-league-w6,Lotus,Giants Gaming,,14,Team Heretics,,16,Team Heretics
https://www.vlr.gg/184051/giants-gaming-vs-team-heretics-champions-tour-2023-emea-league-w6,AllMaps,Giants Gaming,0,23,Team Heretics,2,29,Team Heretics
https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7,Lotus,Giants Gaming,,13,Team Vitality,,6,Giants Gaming
https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7,Split,Giants Gaming,,10,Team Vitality,,13,Team Vitality
https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7,Ascent,Giants Gaming,,13,Team Vitality,,10,Giants Gaming
https://www.vlr.gg/184052/giants-gaming-vs-team-vitality-champions-tour-2023-emea-league-w7,AllMaps,Giants Gaming,2,36,Team Vitality,1,29,Giants Gaming
https://www.vlr.gg/184053/fut-esports-vs-natus-vincere-champions-tour-2023-emea-league-w7,Lotus,FUT Esports,,9,Natus Vincere,,13,Natus Vincere
https://www.vlr.gg/184053/fut-esports-vs-natus-vincere-champions-tour-2023-emea-league-w7,Pearl,FUT Esports,,11,Natus Vincere,,13,Natus Vincere
https://www.vlr.gg/184053/fut-esports-vs-natus-vincere-champions-tour-2023-emea-league-w7,AllMaps,FUT Esports,0,20,Natus Vincere,2,26,Natus Vincere
https://www.vlr.gg/184054/karmine-corp-vs-fnatic-champions-tour-2023-emea-league-w7,Haven,Karmine Corp,,2,FNATIC,,13,FNATIC
https://www.vlr.gg/184054/karmine-corp-vs-fnatic-champions-tour-2023-emea-league-w7,Lotus,Karmine Corp,,10,FNATIC,,13,FNATIC
https://www.vlr.gg/184054/karmine-corp-vs-fnatic-champions-tour-2023-emea-league-w7,AllMaps,Karmine Corp,0,12,FNATIC,2,26,FNATIC
https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7,Split,BBL Esports,,11,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7,Ascent,BBL Esports,,13,Team Liquid,,7,BBL Esports
https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7,Bind,BBL Esports,,7,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7,AllMaps,BBL Esports,1,31,Team Liquid,2,33,Team Liquid
https://www.vlr.gg/184056/koi-vs-team-heretics-champions-tour-2023-emea-league-w7,Fracture,KOI,,13,Team Heretics,,7,KOI
https://www.vlr.gg/184056/koi-vs-team-heretics-champions-tour-2023-emea-league-w7,Lotus,KOI,,9,Team Heretics,,13,Team Heretics
https://www.vlr.gg/184056/koi-vs-team-heretics-champions-tour-2023-emea-league-w7,Ascent,KOI,,13,Team Heretics,,11,KOI
https://www.vlr.gg/184056/koi-vs-team-heretics-champions-tour-2023-emea-league-w7,AllMaps,KOI,2,35,Team Heretics,1,31,KOI
https://www.vlr.gg/184057/fnatic-vs-natus-vincere-champions-tour-2023-emea-league-w8,Lotus,FNATIC,,13,Natus Vincere,,9,FNATIC
https://www.vlr.gg/184057/fnatic-vs-natus-vincere-champions-tour-2023-emea-league-w8,Split,FNATIC,,13,Natus Vincere,,8,FNATIC
https://www.vlr.gg/184057/fnatic-vs-natus-vincere-champions-tour-2023-emea-league-w8,AllMaps,FNATIC,2,26,Natus Vincere,0,17,FNATIC
https://www.vlr.gg/184058/team-heretics-vs-team-vitality-champions-tour-2023-emea-league-w8,Haven,Team Heretics,,10,Team Vitality,,13,Team Vitality
https://www.vlr.gg/184058/team-heretics-vs-team-vitality-champions-tour-2023-emea-league-w8,Lotus,Team Heretics,,13,Team Vitality,,15,Team Vitality
https://www.vlr.gg/184058/team-heretics-vs-team-vitality-champions-tour-2023-emea-league-w8,AllMaps,Team Heretics,0,23,Team Vitality,2,28,Team Vitality
https://www.vlr.gg/184059/karmine-corp-vs-giants-gaming-champions-tour-2023-emea-league-w8,Lotus,Karmine Corp,,14,Giants Gaming,,16,Giants Gaming
https://www.vlr.gg/184059/karmine-corp-vs-giants-gaming-champions-tour-2023-emea-league-w8,Ascent,Karmine Corp,,5,Giants Gaming,,13,Giants Gaming
https://www.vlr.gg/184059/karmine-corp-vs-giants-gaming-champions-tour-2023-emea-league-w8,AllMaps,Karmine Corp,0,19,Giants Gaming,2,29,Giants Gaming
https://www.vlr.gg/184060/koi-vs-team-liquid-champions-tour-2023-emea-league-w8,Fracture,KOI,,7,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184060/koi-vs-team-liquid-champions-tour-2023-emea-league-w8,Split,KOI,,13,Team Liquid,,11,KOI
https://www.vlr.gg/184060/koi-vs-team-liquid-champions-tour-2023-emea-league-w8,Lotus,KOI,,8,Team Liquid,,13,Team Liquid
https://www.vlr.gg/184060/koi-vs-team-liquid-champions-tour-2023-emea-league-w8,AllMaps,KOI,1,28,Team Liquid,2,37,Team Liquid
https://www.vlr.gg/184061/bbl-esports-vs-fut-esports-champions-tour-2023-emea-league-w8,Pearl,BBL Esports,,5,FUT Esports,,13,FUT Esports
