Mapa,Time1,Score_T1,Time2,Score_T2,target,Score_T1,R_T1,ACS_T1,KAST_T1,ADR_T1,HS%_T1,Impacto_T1,+/-_T1,FK_T1,FD_T1,+/-_FK_FD_T1,Score_T2,R_T2,ACS_T2,KAST_T2,ADR_T2,HS%_T2,Impacto_T2,+/-_T2,FK_T2,FD_T2,+/-_FK_FD_T2,delta_R,delta_ACS,delta_KAST,delta_ADR,delta_HS%,delta_Impacto
Haven,FUR,11,100T,13,0,11,0.898,182.0,71.0,121.0,26.0,0.6066,-12,12.0,12.0,0.0,13,1.104,207.4,77.4,138.0,23.4,0.744,12,12.0,12.0,0.0,-0.20600000000000007,-25.400000000000006,-6.400000000000006,-17.0,2.6000000000000014,-0.13739999999999997
Haven,FUR,16,100T,14,1,16,1.0539999999999998,207.8,72.6,135.4,29.6,0.6532,4,10.0,20.0,-10.0,14,1.012,203.4,75.4,138.6,26.2,0.6616,-4,20.0,10.0,10.0,0.041999999999999815,4.400000000000006,-2.8000000000000114,-3.1999999999999886,3.400000000000002,-0.008399999999999963
Haven,FUR,12,EG,14,0,12,0.942,197.0,67.6,126.8,25.0,0.611,0,13.0,13.0,0.0,14,0.998,202.6,69.4,134.4,39.6,0.6462,0,13.0,13.0,0.0,-0.05600000000000005,-5.599999999999994,-1.8000000000000114,-7.6000000000000085,-14.600000000000001,-0.03520000000000001
Haven,FUR,10,NRG,13,0,10,0.9480000000000001,190.2,69.8,122.8,22.4,0.6314,-6,7.0,16.0,-9.0,13,1.06,198.4,75.6,132.4,28.2,0.7048,6,16.0,7.0,9.0,-0.11199999999999999,-8.200000000000017,-5.799999999999997,-9.600000000000009,-5.800000000000001,-0.07340000000000002
Haven,FUR,13,SEN,7,1,13,1.1620000000000001,214.6,77.0,145.4,29.0,0.7508,14,10.0,10.0,0.0,7,0.852,191.8,64.0,124.4,22.0,0.5524,-14,10.0,10.0,0.0,0.31000000000000016,22.799999999999983,13.0,21.0,7.0,0.19840000000000002
Haven,G2,13,100T,4,1,13,1.32,218.0,84.6,135.8,24.2,0.7278,26,13.0,4.0,9.0,4,0.678,154.6,63.8,106.4,28.4,0.518,-26,4.0,13.0,-9.0,0.642,63.400000000000006,20.799999999999997,29.400000000000006,-4.199999999999999,0.2098
Haven,G2,13,100T,5,1,13,1.226,225.4,90.0,143.4,21.4,0.7712,25,14.0,4.0,10.0,5,0.748,170.2,71.2,110.0,29.4,0.5494,-25,4.0,14.0,-10.0,0.478,55.20000000000002,18.799999999999997,33.400000000000006,-8.0,0.2218
Haven,G2,4,C9,13,0,4,0.8379999999999999,178.2,62.6,117.2,20.4,0.5408000000000001,-21,7.0,10.0,-3.0,13,1.248,225.4,75.0,155.2,27.6,0.7969999999999999,21,10.0,7.0,3.0,-0.41000000000000014,-47.20000000000002,-12.399999999999999,-37.999999999999986,-7.200000000000003,-0.2561999999999999
Haven,G2,13,EG,4,1,13,1.284,227.8,84.4,155.4,26.0,0.7752,24,10.0,7.0,3.0,4,0.764,175.8,66.0,121.4,28.2,0.5650000000000001,-24,7.0,10.0,-3.0,0.52,52.0,18.400000000000006,34.0,-2.1999999999999993,0.21019999999999994
Haven,G2,13,ENVY,4,1,13,1.346,252.2,85.6,159.8,26.6,0.7958000000000001,29,9.0,8.0,1.0,4,0.642,167.6,61.0,106.8,27.2,0.5038,-29,8.0,9.0,-1.0,0.7040000000000001,84.6,24.599999999999994,53.000000000000014,-0.5999999999999979,0.29200000000000004
Haven,G2,13,LEV,7,1,13,1.124,216.6,74.0,143.0,20.6,0.7182000000000001,11,10.0,10.0,0.0,7,0.9280000000000002,191.0,74.0,121.4,32.4,0.6458,-11,10.0,10.0,0.0,0.19599999999999995,25.599999999999994,0.0,21.599999999999994,-11.799999999999997,0.07240000000000002
Haven,G2,14,LEV,16,0,14,0.962,193.6,70.6,124.6,20.2,0.6182000000000001,-13,12.0,18.0,-6.0,16,1.1019999999999999,212.8,78.0,142.6,28.8,0.7422,13,18.0,12.0,6.0,-0.1399999999999999,-19.200000000000017,-7.400000000000006,-18.0,-8.600000000000001,-0.12399999999999989
Haven,G2,13,LOUD,9,1,13,1.142,224.8,78.2,144.4,27.4,0.7626000000000001,22,14.0,8.0,6.0,9,0.8400000000000001,187.6,68.4,123.6,24.6,0.5796,-22,8.0,14.0,-6.0,0.3019999999999998,37.20000000000002,9.799999999999997,20.80000000000001,2.799999999999997,0.18300000000000005
Haven,G2,13,MIBR,11,1,13,1.004,189.6,70.2,125.2,20.4,0.6292,-8,9.0,15.0,-6.0,11,1.036,201.6,77.4,129.0,27.8,0.7378,8,15.0,9.0,6.0,-0.03200000000000003,-12.0,-7.200000000000003,-3.799999999999997,-7.400000000000002,-0.10860000000000003
Haven,G2,13,SEN,10,1,13,1.1,207.2,71.4,133.6,21.8,0.6714,7,11.0,12.0,-1.0,10,0.9179999999999999,199.0,68.8,134.0,33.6,0.6407999999999999,-7,12.0,11.0,1.0,0.18200000000000016,8.199999999999989,2.6000000000000085,-0.4000000000000057,-11.8,0.03060000000000007
Haven,LEV,11,100T,13,0,11,0.942,166.8,67.6,109.6,29.8,0.5964,-12,11.0,13.0,-2.0,13,1.074,198.8,81.0,132.8,24.6,0.7220000000000001,12,13.0,11.0,2.0,-0.13200000000000012,-32.0,-13.400000000000006,-23.200000000000017,5.199999999999999,-0.12560000000000004
Haven,LEV,13,100T,4,1,13,1.27,223.2,77.4,143.6,28.2,0.7718,22,12.0,5.0,7.0,4,0.784,173.4,70.4,115.4,32.4,0.5516,-22,5.0,12.0,-7.0,0.486,49.79999999999998,7.0,28.19999999999999,-4.199999999999999,0.22020000000000006
Haven,LEV,4,C9,13,0,4,0.9199999999999999,193.8,68.2,123.0,25.0,0.596,-7,4.0,13.0,-9.0,13,1.1119999999999999,205.2,75.4,133.6,25.4,0.702,7,13.0,4.0,9.0,-0.19199999999999995,-11.399999999999977,-7.200000000000003,-10.599999999999994,-0.3999999999999986,-0.10599999999999998
Haven,LEV,13,C9,10,1,13,1.144,220.0,81.8,145.2,26.8,0.7068,22,14.0,9.0,5.0,10,0.726,170.6,66.0,110.4,35.4,0.5494,-22,9.0,14.0,-5.0,0.4179999999999999,49.400000000000006,15.799999999999997,34.79999999999998,-8.599999999999998,0.15739999999999998
Haven,LEV,13,FUR,8,1,13,1.052,211.6,75.0,132.2,27.6,0.6888,8,12.0,9.0,3.0,8,0.9099999999999999,189.4,70.4,126.0,29.2,0.6268,-8,9.0,12.0,-3.0,0.14200000000000013,22.19999999999999,4.599999999999994,6.199999999999989,-1.5999999999999979,0.061999999999999944
Haven,LEV,7,LOUD,13,0,7,0.8460000000000001,164.8,68.0,113.0,21.8,0.5724,-11,9.0,11.0,-2.0,13,1.092,190.8,84.0,129.4,30.0,0.7392,11,11.0,9.0,2.0,-0.246,-26.0,-16.0,-16.400000000000006,-8.2,-0.16679999999999995
Haven,LEV,10,MIBR,13,0,10,0.924,193.4,72.2,127.2,29.6,0.6098,-7,14.0,9.0,5.0,13,0.998,195.0,73.0,126.2,24.4,0.6248,6,9.0,14.0,-5.0,-0.07399999999999995,-1.5999999999999943,-0.7999999999999972,1.0,5.200000000000003,-0.015000000000000013
Haven,LEV,14,NRG,12,1,14,1.06,188.6,70.2,123.8,26.4,0.6054,3,11.0,15.0,-4.0,12,0.986,191.8,76.2,129.2,26.2,0.6824,-3,15.0,11.0,4.0,0.07400000000000007,-3.200000000000017,-6.0,-5.3999999999999915,0.1999999999999993,-0.07699999999999996
Haven,LOUD,7,C9,13,0,7,0.8240000000000001,196.0,65.0,128.8,30.6,0.6125999999999999,-3,8.0,12.0,-4.0,13,1.108,206.8,80.0,138.0,23.8,0.716,3,12.0,8.0,4.0,-0.28400000000000003,-10.800000000000011,-15.0,-9.199999999999989,6.800000000000001,-0.10340000000000005
Haven,LOUD,5,EG,13,0,5,0.792,180.6,74.4,118.2,23.6,0.58,-22,7.0,11.0,-4.0,13,1.1880000000000002,228.4,77.8,145.8,29.8,0.7856,22,11.0,7.0,4.0,-0.39600000000000013,-47.80000000000001,-3.3999999999999915,-27.60000000000001,-6.199999999999999,-0.2056
Haven,LOUD,13,FUR,4,1,13,1.322,225.6,86.8,152.6,31.6,0.8096,32,10.0,7.0,3.0,4,0.6439999999999999,144.2,56.6,99.4,22.2,0.4718,-32,7.0,10.0,-3.0,0.6780000000000002,81.4,30.199999999999996,53.19999999999999,9.400000000000002,0.3378
Haven,LOUD,13,FUR,11,1,13,1.0859999999999999,211.6,69.8,143.0,33.8,0.6576000000000001,10,11.0,13.0,-2.0,11,0.8939999999999999,190.8,68.4,129.2,23.2,0.621,-10,13.0,11.0,2.0,0.19199999999999995,20.799999999999983,1.3999999999999915,13.800000000000011,10.599999999999998,0.03660000000000008
Haven,LOUD,13,LEV,10,1,13,1.076,195.8,74.0,126.6,16.6,0.632,1,9.0,14.0,-5.0,10,0.974,195.4,76.6,128.4,33.6,0.6814,-1,14.0,9.0,5.0,0.10200000000000009,0.4000000000000057,-2.5999999999999943,-1.8000000000000114,-17.0,-0.0494
Haven,LOUD,13,MIBR,11,1,13,1.044,200.2,78.6,131.6,23.6,0.6811999999999999,9,10.0,14.0,-4.0,11,0.96,189.2,70.2,129.2,22.2,0.6235999999999999,-9,14.0,10.0,4.0,0.08400000000000007,11.0,8.399999999999991,2.4000000000000057,1.4000000000000021,0.057599999999999985
Haven,LOUD,13,SEN,11,1,13,0.9720000000000001,192.4,75.8,123.2,26.0,0.6298,1,13.0,11.0,2.0,11,1.016,194.2,72.6,130.4,28.4,0.6826000000000001,-1,11.0,13.0,-2.0,-0.04399999999999993,-1.799999999999983,3.200000000000003,-7.200000000000003,-2.3999999999999986,-0.05280000000000007
Haven,MIBR,11,FUR,13,0,11,0.8800000000000001,185.6,70.0,122.6,26.2,0.626,-2,11.0,13.0,-2.0,13,1.072,185.4,69.2,122.8,26.2,0.6577999999999999,2,13.0,11.0,2.0,-0.19199999999999995,0.19999999999998863,0.7999999999999972,-0.20000000000000284,0.0,-0.03179999999999994
Haven,MIBR,4,G2,13,0,4,0.806,188.0,68.2,126.4,23.0,0.6014,-23,6.0,11.0,-5.0,13,1.178,232.2,79.8,149.8,23.6,0.737,23,11.0,6.0,5.0,-0.3719999999999999,-44.19999999999999,-11.599999999999994,-23.400000000000006,-0.6000000000000014,-0.13559999999999994
Haven,MIBR,13,G2,10,1,13,1.044,197.8,72.2,132.6,31.4,0.7092,12,11.0,12.0,-1.0,10,0.9720000000000001,182.2,70.6,128.2,26.6,0.632,-12,12.0,11.0,1.0,0.07199999999999995,15.600000000000023,1.6000000000000085,4.400000000000006,4.799999999999997,0.07720000000000005
Haven,MIBR,13,LOUD,10,1,13,1.138,197.8,77.4,130.2,27.8,0.7204,15,13.0,10.0,3.0,10,0.8460000000000001,181.8,60.2,123.2,29.2,0.5938,-15,10.0,13.0,-3.0,0.2919999999999998,16.0,17.200000000000003,6.999999999999986,-1.3999999999999986,0.12660000000000005
Haven,MIBR,5,NRG,13,0,5,0.728,155.4,63.6,100.4,23.0,0.513,-22,8.0,10.0,-2.0,13,1.25,207.6,81.0,137.0,24.2,0.7664,22,10.0,8.0,2.0,-0.522,-52.19999999999999,-17.4,-36.599999999999994,-1.1999999999999993,-0.25339999999999996
Haven,NRG,13,100T,9,1,13,1.058,172.2,70.2,119.8,33.4,0.6456,3,13.0,9.0,4.0,9,0.8640000000000001,168.2,72.8,104.2,34.8,0.596,-3,9.0,13.0,-4.0,0.19399999999999995,4.0,-2.5999999999999943,15.599999999999994,-1.3999999999999986,0.04959999999999998
Haven,NRG,10,C9,13,0,10,0.958,201.8,68.6,138.2,29.8,0.636,-9,10.0,13.0,-3.0,13,1.072,216.0,79.2,136.0,23.6,0.7384000000000001,9,13.0,10.0,3.0,-0.1140000000000001,-14.199999999999989,-10.600000000000009,2.1999999999999886,6.199999999999999,-0.10240000000000005
Haven,NRG,13,C9,8,1,13,,,,,,,10,0.0,0.0,0.0,8,,,,,,,-10,0.0,0.0,0.0,,,,,,
Haven,NRG,13,EG,11,1,13,1.0219999999999998,195.6,77.6,128.8,25.8,0.6652,5,12.0,12.0,0.0,11,0.954,192.8,72.4,126.6,31.2,0.6148,-5,12.0,12.0,0.0,0.06799999999999984,2.799999999999983,5.199999999999989,2.200000000000017,-5.399999999999999,0.0504
Haven,NRG,11,FUR,13,0,11,0.994,197.4,71.0,125.8,19.6,0.6362,-4,13.0,11.0,2.0,13,1.012,207.2,71.0,132.4,26.6,0.6492,4,11.0,13.0,-2.0,-0.018000000000000016,-9.799999999999983,0.0,-6.6000000000000085,-7.0,-0.013000000000000012
Haven,NRG,7,G2,13,0,7,0.754,179.2,67.0,114.6,25.8,0.55,-24,9.0,11.0,-2.0,13,1.1720000000000002,222.8,82.0,146.2,27.0,0.7422,24,11.0,9.0,2.0,-0.41800000000000015,-43.60000000000002,-15.0,-31.599999999999994,-1.1999999999999993,-0.19219999999999993
Haven,NRG,13,LOUD,4,1,13,1.278,215.4,79.8,138.0,27.6,0.7647999999999999,23,6.0,11.0,-5.0,4,0.688,152.4,60.2,105.0,31.6,0.5469999999999999,-23,11.0,6.0,5.0,0.5900000000000001,63.0,19.599999999999994,33.0,-4.0,0.2178
Haven,NRG,6,MIBR,13,0,6,0.852,172.8,71.6,115.8,18.2,0.5976,-14,10.0,9.0,1.0,13,1.152,201.4,77.0,139.6,29.4,0.6848,14,9.0,10.0,-1.0,-0.29999999999999993,-28.599999999999994,-5.400000000000006,-23.799999999999997,-11.2,-0.08719999999999994
Haven,SEN,7,100T,13,0,7,0.836,185.8,63.0,118.4,26.4,0.5706,-14,6.0,14.0,-8.0,13,1.174,215.0,78.0,144.2,23.4,0.7538,14,14.0,6.0,8.0,-0.33799999999999997,-29.19999999999999,-15.0,-25.799999999999983,3.0,-0.18320000000000003
Haven,SEN,9,100T,13,0,9,0.8619999999999999,174.4,56.2,115.2,27.2,0.5408,-21,7.0,15.0,-8.0,13,1.174,212.4,75.4,139.6,28.8,0.7222000000000001,21,15.0,7.0,8.0,-0.31200000000000006,-38.0,-19.200000000000003,-24.39999999999999,-1.6000000000000014,-0.18140000000000012
Haven,SEN,13,2G,4,1,13,1.476,237.8,85.6,150.2,30.6,0.8128,35,12.0,5.0,7.0,4,0.532,140.0,48.2,93.6,39.0,0.45779999999999993,-35,5.0,12.0,-7.0,0.944,97.80000000000001,37.39999999999999,56.599999999999994,-8.399999999999999,0.35500000000000004
Haven,SEN,13,C9,5,1,13,1.256,205.4,80.8,127.4,27.6,0.7464000000000001,22,12.0,6.0,6.0,5,0.72,148.6,64.4,95.8,22.8,0.48460000000000003,-22,6.0,12.0,-6.0,0.536,56.80000000000001,16.39999999999999,31.60000000000001,4.800000000000001,0.26180000000000003
Haven,SEN,13,C9,9,1,13,1.1099999999999999,192.0,78.2,124.8,23.8,0.7086,13,9.0,13.0,-4.0,9,0.834,156.2,64.0,99.6,26.6,0.5526,-13,13.0,9.0,4.0,0.2759999999999999,35.80000000000001,14.200000000000003,25.200000000000003,-2.8000000000000007,0.15600000000000003
Haven,SEN,5,FUR,13,0,5,0.882,174.2,77.8,116.2,25.4,0.5816,-17,8.0,10.0,-2.0,13,1.084,212.6,84.4,136.8,26.6,0.7078,17,10.0,8.0,2.0,-0.20200000000000007,-38.400000000000006,-6.6000000000000085,-20.60000000000001,-1.2000000000000028,-0.12619999999999998
Haven,SEN,9,G2,13,0,9,0.9400000000000001,202.6,64.6,130.4,28.2,0.6168,-3,7.0,15.0,-8.0,13,1.088,201.0,71.0,131.4,24.6,0.6636,3,15.0,7.0,8.0,-0.14800000000000002,1.5999999999999943,-6.400000000000006,-1.0,3.599999999999998,-0.04679999999999995
Haven,SEN,13,LOUD,5,1,13,1.292,219.6,79.8,141.2,23.0,0.7294,23,10.0,8.0,2.0,5,0.718,159.2,59.0,108.8,26.6,0.5307999999999999,-23,8.0,10.0,-2.0,0.5740000000000001,60.400000000000006,20.799999999999997,32.39999999999999,-3.6000000000000014,0.1986000000000001
Icebox,100T,13,2G,6,1,13,1.242,225.8,83.0,143.6,25.8,0.7682,23,10.0,9.0,1.0,6,0.744,166.6,67.4,114.8,28.2,0.5519999999999999,-23,9.0,10.0,-1.0,0.498,59.20000000000002,15.599999999999994,28.799999999999997,-2.3999999999999986,0.21620000000000006
Icebox,100T,13,LOUD,4,1,13,1.29,223.0,82.2,146.0,23.6,0.7969999999999999,31,12.0,5.0,7.0,4,0.6639999999999999,145.2,51.8,93.8,27.6,0.4734,-31,5.0,12.0,-7.0,0.6260000000000001,77.80000000000001,30.400000000000006,52.2,-4.0,0.32359999999999994
Icebox,100T,13,LOUD,11,1,13,1.012,200.0,69.2,131.6,22.2,0.6644,1,11.0,13.0,-2.0,11,1.002,195.2,67.8,138.0,31.8,0.6506000000000001,-1,13.0,11.0,2.0,0.010000000000000009,4.800000000000011,1.4000000000000057,-6.400000000000006,-9.600000000000001,0.013799999999999923
Icebox,C9,14,100T,12,1,14,1.0059999999999998,213.8,76.2,149.0,28.8,0.7016,-1,11.0,15.0,-4.0,12,1.004,211.4,66.8,142.4,30.6,0.6244,0,15.0,11.0,4.0,0.0019999999999997797,2.4000000000000057,9.400000000000006,6.599999999999994,-1.8000000000000007,0.07720000000000005
Icebox,C9,13,EG,15,0,13,0.942,194.8,60.8,128.8,28.8,0.6113999999999999,-12,13.0,15.0,-2.0,15,1.036,212.8,72.0,143.4,30.2,0.6964,12,15.0,13.0,2.0,-0.09400000000000008,-18.0,-11.200000000000003,-14.599999999999994,-1.3999999999999986,-0.08500000000000008
Icebox,C9,7,LEV,13,0,7,0.758,178.8,67.0,124.2,38.8,0.5494,-21,8.0,12.0,-4.0,13,1.2,227.0,82.0,149.0,31.2,0.6978,21,12.0,8.0,4.0,-0.44199999999999995,-48.19999999999999,-15.0,-24.799999999999997,7.599999999999998,-0.14839999999999998
Icebox,C9,13,LOUD,4,1,13,1.244,214.6,82.2,140.4,26.0,0.7908,24,13.0,4.0,9.0,4,0.77,173.2,57.6,121.4,24.6,0.5025999999999999,-24,4.0,13.0,-9.0,0.474,41.400000000000006,24.6,19.0,1.3999999999999986,0.2882
Icebox,C9,14,MIBR,12,1,14,1.138,235.6,77.0,160.2,29.8,0.705,15,17.0,9.0,8.0,12,0.8800000000000001,198.6,70.6,135.6,30.8,0.6164,-15,9.0,17.0,-8.0,0.2579999999999998,37.0,6.400000000000006,24.599999999999994,-1.0,0.08860000000000001
Icebox,EG,5,100T,13,0,5,0.806,182.2,64.6,119.4,21.8,0.5918,-18,10.0,8.0,2.0,13,1.26,221.8,81.0,147.4,20.6,0.733,18,8.0,10.0,-2.0,-0.45399999999999996,-39.60000000000002,-16.400000000000006,-28.0,1.1999999999999993,-0.1412
Icebox,EG,5,LEV,13,0,5,0.5780000000000001,142.0,56.8,94.2,49.2,0.4808,-38,6.0,12.0,-6.0,13,1.3940000000000001,247.8,81.0,164.4,32.2,0.8012,38,12.0,6.0,6.0,-0.8160000000000001,-105.80000000000001,-24.200000000000003,-70.2,17.0,-0.3204
Icebox,EG,7,LOUD,13,0,7,0.8,180.4,60.0,117.4,26.2,0.5568000000000001,-21,8.0,12.0,-4.0,13,1.1720000000000002,212.2,84.0,138.2,22.2,0.7336,21,12.0,8.0,4.0,-0.3720000000000001,-31.799999999999983,-24.0,-20.799999999999983,4.0,-0.17679999999999996
Icebox,FUR,14,100T,12,1,14,1.024,217.0,79.4,141.8,31.6,0.702,8,14.0,12.0,2.0,12,0.966,202.0,70.0,136.2,32.6,0.6498,-8,12.0,14.0,-2.0,0.05800000000000005,15.0,9.400000000000006,5.600000000000023,-1.0,0.05219999999999991
Icebox,FUR,0,SEN,13,0,0,0.6,160.2,58.4,107.8,25.4,0.5065999999999999,-31,5.0,8.0,-3.0,13,1.3519999999999999,250.8,89.2,159.2,28.8,0.8385999999999999,31,8.0,5.0,3.0,-0.7519999999999999,-90.60000000000002,-30.800000000000004,-51.39999999999999,-3.400000000000002,-0.33199999999999996
Icebox,G2,5,C9,13,0,5,0.876,188.8,62.2,119.8,25.2,0.5730000000000001,-14,8.0,10.0,-2.0,13,1.1019999999999999,207.6,71.2,145.8,27.8,0.7230000000000001,14,10.0,8.0,2.0,-0.22599999999999987,-18.799999999999983,-9.0,-26.000000000000014,-2.6000000000000014,-0.15000000000000002
Icebox,G2,13,C9,5,1,13,1.168,213.8,72.4,145.0,24.2,0.7333999999999999,13,8.0,10.0,-2.0,5,0.812,181.2,66.8,122.6,22.8,0.5818,-13,10.0,8.0,2.0,0.35599999999999987,32.60000000000002,5.6000000000000085,22.400000000000006,1.3999999999999986,0.15159999999999996
Icebox,G2,11,EG,13,0,11,0.952,188.0,70.8,130.2,32.4,0.6352,-6,10.0,14.0,-4.0,13,1.062,203.0,67.6,131.8,28.2,0.6844,6,14.0,10.0,4.0,-0.1100000000000001,-15.0,3.200000000000003,-1.6000000000000227,4.199999999999999,-0.04920000000000002
Icebox,G2,13,EG,3,1,13,1.3820000000000001,237.8,85.0,148.4,23.8,0.7876000000000001,32,11.0,5.0,6.0,3,0.618,152.8,53.8,108.2,34.6,0.5072,-32,5.0,11.0,-6.0,0.7640000000000001,85.0,31.200000000000003,40.2,-10.8,0.2804000000000001
Icebox,G2,13,FUR,3,1,13,1.41,232.8,86.6,149.2,23.6,0.8058,35,11.0,5.0,6.0,3,0.538,139.0,46.4,96.2,39.6,0.4838,-35,5.0,11.0,-6.0,0.8719999999999999,93.80000000000001,40.199999999999996,52.999999999999986,-16.0,0.32199999999999995
Icebox,G2,12,LEV,14,0,12,1.076,215.4,73.4,142.6,28.8,0.6656000000000001,1,12.0,14.0,-2.0,14,0.8939999999999999,210.8,67.8,141.6,31.6,0.6368,-1,14.0,12.0,2.0,0.18200000000000016,4.599999999999994,5.6000000000000085,1.0,-2.8000000000000007,0.028800000000000048
Icebox,G2,13,LEV,8,1,13,1.1119999999999999,206.6,77.8,138.0,28.0,0.6758,9,10.0,11.0,-1.0,8,0.8699999999999999,182.2,70.4,124.4,29.8,0.595,-9,11.0,10.0,1.0,0.242,24.400000000000006,7.3999999999999915,13.599999999999994,-1.8000000000000007,0.08079999999999998
Icebox,G2,4,LOUD,13,0,4,0.702,162.8,58.8,113.0,30.0,0.49960000000000004,-28,3.0,14.0,-11.0,13,1.248,227.8,79.8,153.0,32.8,0.8192,28,14.0,3.0,11.0,-0.546,-65.0,-21.0,-40.0,-2.799999999999997,-0.3196
Icebox,G2,13,MIBR,9,1,13,1.07,226.6,73.8,150.6,30.0,0.7388,11,9.0,13.0,-4.0,9,0.924,201.4,75.4,136.8,31.8,0.6526,-11,13.0,9.0,4.0,0.14600000000000002,25.19999999999999,-1.6000000000000085,13.799999999999983,-1.8000000000000007,0.08620000000000005
Icebox,G2,11,SEN,13,0,11,0.9119999999999999,187.8,70.0,124.6,24.2,0.6228,-7,12.0,12.0,0.0,13,1.098,207.0,68.4,143.8,26.8,0.7134,7,12.0,12.0,0.0,-0.18600000000000017,-19.19999999999999,1.5999999999999943,-19.200000000000017,-2.6000000000000014,-0.09060000000000001
Icebox,LEV,10,100T,13,0,10,0.9259999999999999,176.6,70.6,121.8,27.2,0.5890000000000001,-14,12.0,11.0,1.0,13,1.076,206.2,70.4,135.6,28.6,0.6806,14,11.0,12.0,-1.0,-0.15000000000000013,-29.599999999999994,0.19999999999998863,-13.799999999999997,-1.4000000000000021,-0.0915999999999999
Icebox,LEV,13,100T,11,1,13,1.1179999999999999,221.4,71.8,143.0,30.8,0.6792,13,13.0,11.0,2.0,11,0.8640000000000001,195.6,61.6,124.2,21.6,0.6412,-13,11.0,13.0,-2.0,0.2539999999999998,25.80000000000001,10.199999999999996,18.799999999999997,9.2,0.038000000000000034
Icebox,LEV,15,100T,13,1,15,1.076,208.4,72.0,134.2,31.0,0.7222,12,16.0,12.0,4.0,13,0.938,199.6,75.0,130.0,20.8,0.6102000000000001,-12,12.0,16.0,-4.0,0.13800000000000012,8.800000000000011,-3.0,4.199999999999989,10.2,0.11199999999999988
Icebox,LEV,5,FUR,13,0,5,0.76,171.4,62.4,118.0,25.4,0.523,-18,7.0,11.0,-4.0,13,1.208,202.4,83.4,133.0,21.0,0.7442,18,11.0,7.0,4.0,-0.44799999999999995,-31.0,-21.000000000000007,-15.0,4.399999999999999,-0.22119999999999995
Icebox,LEV,13,FUR,6,1,13,1.234,220.4,76.8,149.6,29.0,0.7958000000000001,25,11.0,8.0,3.0,6,0.73,167.2,65.2,123.8,27.4,0.5332,-25,8.0,11.0,-3.0,0.504,53.20000000000002,11.599999999999994,25.799999999999997,1.6000000000000014,0.26260000000000006
Icebox,LEV,8,G2,13,0,8,0.924,216.0,74.2,136.2,23.4,0.6964,-1,13.0,8.0,5.0,13,1.04,211.0,73.2,137.6,25.6,0.6608,1,8.0,13.0,-5.0,-0.11599999999999999,5.0,1.0,-1.4000000000000057,-2.200000000000003,0.035599999999999965
Icebox,LEV,11,LOUD,13,0,11,0.9380000000000001,197.2,68.4,127.6,36.4,0.621,-6,8.0,16.0,-8.0,13,0.9960000000000001,209.6,70.8,136.6,28.6,0.6841999999999999,6,16.0,8.0,8.0,-0.05800000000000005,-12.400000000000006,-2.3999999999999915,-9.0,7.799999999999997,-0.06319999999999992
Icebox,LEV,13,MIBR,3,1,13,1.374,226.2,87.8,143.6,20.8,0.8058,31,9.0,7.0,2.0,3,0.6,148.8,53.8,105.2,28.4,0.483,-32,7.0,9.0,-2.0,0.7740000000000001,77.39999999999998,34.0,38.39999999999999,-7.599999999999998,0.3228
Icebox,LEV,8,NRG,13,0,8,0.8320000000000001,179.8,77.0,121.8,32.0,0.6222,-16,9.0,12.0,-3.0,13,1.216,217.4,77.8,148.6,26.4,0.7525999999999999,16,12.0,9.0,3.0,-0.3839999999999999,-37.599999999999994,-0.7999999999999972,-26.799999999999997,5.600000000000001,-0.13039999999999996
Icebox,LEV,11,NRG,13,0,11,0.93,177.6,67.6,124.2,25.4,0.609,-6,10.0,14.0,-4.0,13,1.042,200.2,68.6,130.4,25.6,0.677,6,14.0,10.0,4.0,-0.11199999999999999,-22.599999999999994,-1.0,-6.200000000000003,-0.20000000000000284,-0.06800000000000006
Icebox,LOUD,11,EG,13,0,11,0.992,207.6,69.8,140.2,28.8,0.6818,9,11.0,13.0,-2.0,13,0.9720000000000001,185.4,67.8,122.0,30.4,0.6207999999999999,-9,13.0,11.0,2.0,0.019999999999999907,22.19999999999999,2.0,18.19999999999999,-1.5999999999999979,0.061000000000000054
Icebox,LOUD,10,FUR,13,0,10,0.958,208.8,68.8,139.8,30.0,0.6492,-6,11.0,12.0,-1.0,13,1.05,209.4,69.4,143.2,28.2,0.6721999999999999,6,12.0,11.0,1.0,-0.09200000000000008,-0.5999999999999943,-0.6000000000000085,-3.3999999999999773,1.8000000000000007,-0.02299999999999991
Icebox,LOUD,13,FUR,4,1,13,1.142,215.4,84.6,134.6,25.2,0.7008,21,13.0,4.0,9.0,4,0.78,164.6,56.6,112.4,23.4,0.526,-21,4.0,13.0,-9.0,0.3619999999999999,50.80000000000001,27.999999999999993,22.19999999999999,1.8000000000000007,0.17479999999999996
Icebox,LOUD,6,LEV,13,0,6,0.764,173.6,61.0,111.2,33.8,0.5692,-24,11.0,8.0,3.0,13,1.1720000000000002,224.8,76.8,145.0,23.8,0.7212,24,8.0,11.0,-3.0,-0.40800000000000014,-51.20000000000002,-15.799999999999997,-33.8,9.999999999999996,-0.1519999999999999
Icebox,LOUD,13,SEN,11,1,13,1.116,201.8,75.0,138.2,28.2,0.7215999999999999,10,12.0,12.0,0.0,11,0.8779999999999999,182.4,71.8,114.8,21.0,0.5902000000000001,-10,12.0,12.0,0.0,0.2380000000000002,19.400000000000006,3.200000000000003,23.39999999999999,7.199999999999999,0.13139999999999985
